Unnamed: 0,title,date,url
786,Ольга Чернышева. Зона счастья,15 ноября 2004,https://rusmuseum.ru/exhibitions/archive/olga-chernysheva-the-happiness-zone/
787,Мир бумажных денег,12 ноября 2004,https://rusmuseum.ru/exhibitions/archive/world-paper-money/
788,Коронация Павла I и Марии Федоровны. Картина Мартина Фердинанда Квадаля. К 250-летию со дня рождения императора Павла I,4 ноября 2004,https://rusmuseum.ru/exhibitions/archive/the-coronation-of-paul-i-and-maria-feodorovna-the-painting-by-martin-ferdinand-kvadalya-to-the-250-a/
789,Император Павел I. Нынешний образ минувшего. К 250-летию со дня рождения,4 ноября 2004,https://rusmuseum.ru/exhibitions/archive/the-emperor-paul-i-the-present-image-of-the-past-the-250th-anniversary-since-the-birth-of/
790,Большая картина. Большемерные произведения из фондов Русского музея,29 октября 2004,https://rusmuseum.ru/exhibitions/archive/big-picture-large-works-from-the-russian-museum-funds/
791,Роджер Баллен. Далекая земля,15 октября 2004,https://rusmuseum.ru/exhibitions/archive/roger-ballen-distant-land/
792,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/alya-esipovich-no-comment/
793,"«Волдемарс Матвейс (Владимир Марков) в Петербурге». Живопись, фотография, архивные материалы, скульптура с острова Пасхи и из Северной Азии",14 октября 2004,https://rusmuseum.ru/exhibitions/archive/one-of-the-matvjes-vladimir-markov-in-petersburg-painting-photography-archive-materials-sculpture-fr/
794,Шейла Айшем - мастер возвращений,13 октября 2004,https://rusmuseum.ru/exhibitions/archive/sheila-isham/
795,Николай Загреков. Возвращение в Россию,23 сентября 2004,https://rusmuseum.ru/exhibitions/archive/nikolay-zagrekov-return-to-russia/
796,Пусковая кнопка,17 сентября 2004,https://rusmuseum.ru/exhibitions/archive/release-button/
797,Олег Целков,16 сентября 2004,https://rusmuseum.ru/exhibitions/archive/oleg-tselkov/
798,Tertium Datur. Третье дано,19 августа 2004,https://rusmuseum.ru/exhibitions/archive/tertium-datur-third-given/
799,Ностальгия. Рита Орехова. Наталия Карпова,12 августа 2004,https://rusmuseum.ru/exhibitions/archive/nostalgia-rita-orekhova-natalia-karpova/
800,Анатолий Киселев. Из цикла «Юбилеи-2004»,5 августа 2004,https://rusmuseum.ru/exhibitions/archive/anatoly-kiselev-from-the-jubilees-2004/
801,Дорель Добoкан,29 июля 2004,https://rusmuseum.ru/exhibitions/archive/dorel-dobocan/
802,Константин Симун. Из цикла “Юбилеи-2004”,15 июля 2004,https://rusmuseum.ru/exhibitions/archive/konstantin-simun-from-the-jubilees-2004/
803,«Бубновый Валет» в русском авангарде,9 июля 2004,https://rusmuseum.ru/exhibitions/archive/jack-of-diamonds-in-the-russian-avant-garde/
804,Эдуард Штейнберг,7 июля 2004,https://rusmuseum.ru/exhibitions/archive/shteinberg/
805,Валентина Поварова. Из цикла «Юбилеи – 2004»,1 июля 2004,https://rusmuseum.ru/exhibitions/archive/valentina-povarova-from-the-jubilees-2004/
806,Виктор Пивоваров. Шаги механика,21 июня 2004,https://rusmuseum.ru/exhibitions/archive/victor-pivovarov-steps-mechanics/
807,Политический плакат в России 1910-1950-х годов. Из собрания Государственного Русского музея к 100-летию ИТАР-ТАСС,21 июня 2004,https://rusmuseum.ru/exhibitions/archive/political-poster-in-russia-1910-1950-ies-from-the-collection-of-the-state-russian-museum-for-the-100/
808,"Ингеборг, Принцесса Шлезвиг-Голштейнская",17 июня 2004,https://rusmuseum.ru/exhibitions/archive/ingeborg-princess-of-schleswig-holstein/
809,Хуан Миро,3 июня 2004,https://rusmuseum.ru/exhibitions/archive/juan-miro/
810,Эдуард Гороховский Границы прямоугольника - мое безграничное пространство,1 июня 2004,https://rusmuseum.ru/exhibitions/archive/eduard-gorokhovsky-border-of-the-rectangle-my-unlimited-space/
811,Владимир Войнович рисует,27 мая 2004,https://rusmuseum.ru/exhibitions/archive/vladimir-voinovich-is-painting/
812,Лев Сморгон,19 мая 2004,https://rusmuseum.ru/exhibitions/archive/lev-smorgon/
813,Михаил Рогинский. Прежде и теперь,29 апреля 2004,https://rusmuseum.ru/exhibitions/archive/mikhail-roginsky-before-and-now/
814,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/boris-zaborov/
815,"Евгений Чубаров. Возвращение к беспредметному. Живопись, абстракция",19 марта 2004,https://rusmuseum.ru/exhibitions/archive/evgeny-chubarov-a-return-to-pointless-painting-abstraction/
816,Пионеры фотографии. Русская и советская фотография из швейцарских коллекций,18 марта 2004,https://rusmuseum.ru/exhibitions/archive/pioneers-of-photography-russian-and-soviet-photography-from-swiss-collection/
817,Гавриил Иванович Скородумов (1754-1792),18 марта 2004,https://rusmuseum.ru/exhibitions/archive/gavriil-ivanovich-skorodumov-1754-1792/
818,Николай Сажин,17 марта 2004,https://rusmuseum.ru/exhibitions/archive/nikolay-sazhin/
819,Петербург в творчестве детей,5 марта 2004,https://rusmuseum.ru/exhibitions/archive/petersburg-in-the-creative-art-of-children/
820,Домашние и дикие. Анималистика в русском искусстве XVIII-XX веков из собрания Государственного Русского музея,4 марта 2004,https://rusmuseum.ru/exhibitions/archive/domestic-and-wild-animal-painting-in-the-russian-art-of-xviii-xx-centuries-from-the-collection-of-th/
821,"Борис Николаевич Ермолаев (1903 - 1982). Живопись, рисунки и акварели, цветные литографии из собрания Государственного Русского музея",26 февраля 2004,https://rusmuseum.ru/exhibitions/archive/boris-nikolayevich-yermolayev-1903-1982-paintings-drawings-and-watercolours-colour-lithographu-from-/
822,"Борис Александрович Смирнов (1903-1986). Графика, художественное стекло",5 февраля 2004,https://rusmuseum.ru/exhibitions/archive/boris-alexandrovich-smirnov-1903-1986-graphics-art-glass-/
823,Даниэль Бискуп. Санкт-Петербург глазами фотографа,4 февраля 2004,https://rusmuseum.ru/exhibitions/archive/daniel-biskup-st-petersburg-through-the-eyes-of-a-photographer/
824,Феликс Волосенков. Явление Бога Волоса в виде произведений Феликса Волосенкова,29 января 2004,https://rusmuseum.ru/exhibitions/archive/felix-volossenkov-the-appearance-of-god-veles-in-the-form-of-works-by-felix-volosenkov/
825,Валерий Лукка. Между хаосом и фарсом,22 января 2004,https://rusmuseum.ru/exhibitions/archive/valery-lukka-between-chaos-and-farce/
826,"Борис Кустодиев. Живопись, графика, скульптура из музеев, библиотек и частных собраний. К 125-летию со дня рождения.",28 декабря 2003,https://rusmuseum.ru/exhibitions/archive/boris-kustodiev-painting-graphics-sculpture-from-museums-libraries-and-private-collections-to-the-12/
827,"Хармсиздат представляет: Русский DADA, Обэриу box, Литконструктивизм, Ленинградский литературный андеграунд",25 декабря 2003,https://rusmuseum.ru/exhibitions/archive/kharmsizdat-presents-russian-dada-oberiu-box-likestructure-leningrad-literary-underground/
828,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/bernd-schwarzer-europe/
829,Москва - Париж. Фотографии Игоря Мухина,3 декабря 2003,https://rusmuseum.ru/exhibitions/archive/moscow-paris-photography-by-igor-mukhin/
830,ТелоСоборы. Фотографии Дитера Блюма (Музей Людвига в Русском музее),27 ноября 2003,https://rusmuseum.ru/exhibitions/archive/telecolore-photos-dieter-blum-ludwig-museum-in-the-russian-museum/
831,Дар Марата Гельмана,26 ноября 2003,https://rusmuseum.ru/exhibitions/archive/the-gift-of-marat-guelman/
832,Ури Катценштайн. Дом (выставка в рамках фестиваля видеоискусства [PRO]СМОТР) (Музей Людвига в Русском музее),19 ноября 2003,https://rusmuseum.ru/exhibitions/archive/uri-katzenstein-house-exhibition-at-the-festival-of-video-art-pro-smotr-the-ludwig-museum-in-the-rus/
833,Марк Воллинджер. Врата королевства (выставка в рамках фестиваля видеоискусства [PRO]СМОТР) (Музей Людвига в Русском музее),19 ноября 2003,https://rusmuseum.ru/exhibitions/archive/mark-wallinger-the-gates-of-the-kingdom-show-in-the-festival-of-video-art-pro-smotr-the-ludwig-museu/
834,КИМСУДЖА. Женщина-игла (выставка в рамках фестиваля видеоискусства [PRO]СМОТР) (Музей Людвига в Русском музее),19 ноября 2003,https://rusmuseum.ru/exhibitions/archive/kimsooja-female-needle-exhibition-at-the-festival-of-video-art-pro-smotr-the-ludwig-museum-in-the-ru/
835,Арнаут Мик. Территория (выставка в рамках фестиваля видеоискусства [PRO]СМОТР) (Музей Людвига в Русском музее),19 ноября 2003,https://rusmuseum.ru/exhibitions/archive/aernout-mik-the-territory-exhibition-at-the-festival-of-video-art-pro-smotr-the-ludwig-museum-in-the/
836,Наталия Савинова. Керамика. Из серии «Петербургские керамисты»,5 ноября 2003,https://rusmuseum.ru/exhibitions/archive/natalia-savinova-ceramics-from-the-series-petersburg-ceramists-/
837,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/damien-hurst-from-the-cradle-to-the-grave/
838,Французы в Санкт-Петербурге,23 октября 2003,https://rusmuseum.ru/exhibitions/archive/the-french-in-st-petersburg/
839,Воспоминание об Италии. Свидетельства,15 октября 2003,https://rusmuseum.ru/exhibitions/archive/the-recollection-of-italy-evidence/
840,Виктор Рузо. Жизнь и творчество (Музей Людвига в Русском музее),10 октября 2003,https://rusmuseum.ru/exhibitions/archive/victor-engzo-life-and-work-ludwig-museum-in-the-russian-museum/
841,Жиль Бенсимон. Эпоха Топ-Моделей.,9 октября 2003,https://rusmuseum.ru/exhibitions/archive/gilles-bensimon-the-era-of-top-models-ludwig-museum-in-the-russian-museum/
842,Ольга Тобрелутс. Кесарь и Галилеянин,2 октября 2003,https://rusmuseum.ru/exhibitions/archive/olga-tobreluts-emperor-and-galilean/
843,Ирина Затуловская. Опыты,2 октября 2003,https://rusmuseum.ru/exhibitions/archive/irina-zatulovskaya-experiments/
844,Ээро Ярнефельт (1863-1937) и семья художников Клодтов,8 сентября 2003,https://rusmuseum.ru/exhibitions/archive/eero-jarnefelt-1863-1937-and-the-clodts-artists/
845,Михаил Карасик. Автопортрет,4 сентября 2003,https://rusmuseum.ru/exhibitions/archive/mikhail-karasik-self-portrait/
846,"Выставка произведений Ирины Ярошевич. Скульптура, графика. Из цикла «Юбилеи – 2003»",28 августа 2003,https://rusmuseum.ru/exhibitions/archive/exhibition-of-works-by-irina-yaroshevich-sculpture-graphics-from-the-series-anniversaries-2003/
847,Сергей Калмыков и русский авангард 1920-1930. из собрания Государственного музея искусств им. А.Кастеева (Алматы),7 августа 2003,https://rusmuseum.ru/exhibitions/archive/sergey-kalmykov-and-russian-avant-garde-in-the-1920s-1930s-from-the-collection-of-the-state-museum-o/
848,"Поэзия воды. Современное искусство Финляндии, Эстонии и России",7 августа 2003,https://rusmuseum.ru/exhibitions/archive/the-poetry-of-water-the-modern-art-of-finland-estonia-and-russia/
849,Сюзанна Бауманн (Музей Людвига в Русском музее),7 августа 2003,https://rusmuseum.ru/exhibitions/archive/suzanne-baumann-ludwig-museum-in-the-russian-museum/
850,Две войны,3 июля 2003,https://rusmuseum.ru/exhibitions/archive/two-wars/
851,Петербург в творчестве детей (Международный выставочный проект),31 мая 2003,https://rusmuseum.ru/exhibitions/archive/petersburg-in-children-s-art-international-exhibition-project/
852,Мариинский театр. 1783 - 2003. Тема с вариациями.,23 мая 2003,https://rusmuseum.ru/exhibitions/archive/the-mariinsky-theatre-1783-2003-theme-with-variations/
853,Санкт-Петербург. Портрет города и горожан. Из собрания Русского музея,18 мая 2003,https://rusmuseum.ru/exhibitions/archive/saint-petersburg-portrait-of-the-city-and-its-citizens-from-the-collection-of-the-russian-museum/
854,Современный Петербург глазами фотографов. Работы художников-фотографов Санкт-Петербурга Портрет города,18 мая 2003,https://rusmuseum.ru/exhibitions/archive/modern-petersburg-through-the-eyes-of-photographers-the-work-of-artists-photographers-of-st-petersbu/
855,Олег Кулик. ЛОЗУНГ - LOSUNG - SLOGAN - MESSAGE,30 апреля 2003,https://rusmuseum.ru/exhibitions/archive/oleg-kulik-the-slogan-losung-slogan-message/
856,Русский Париж,28 апреля 2003,https://rusmuseum.ru/exhibitions/archive/russian-paris/
857,Художники американского Запада 1830-1940. К 300-летию Санкт-Петербурга,18 апреля 2003,https://rusmuseum.ru/exhibitions/archive/artists-of-the-american-west-1830-1940-to-the-300-anniversary-of-st-petersburg/
858,Чудеса Фотографии. Восстановление фотографического наследия С.М.Прокудина-Горского,12 апреля 2003,https://rusmuseum.ru/exhibitions/archive/the-wonders-of-photography-restoration-of-photographic-heritage-of-s-m-prokudin-gorsky/
859,А.Б. Батурин,6 марта 2003,https://rusmuseum.ru/exhibitions/archive/a-b-baturin/
860,Д.М.Шаховской. К 75-летию со дня рождения художника,6 марта 2003,https://rusmuseum.ru/exhibitions/archive/d-m-shakhovskoi-to-the-75-anniversary-since-the-birth-of-the-artist/
861,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/f-v-matyukh/
862,Елена Келлер,6 марта 2003,https://rusmuseum.ru/exhibitions/archive/helen-keller/
863,Владимир Тарасов. Звуковые Игры,6 марта 2003,https://rusmuseum.ru/exhibitions/archive/vladimir-tarasov-the-sound-of-the-game/
864,Электроzемля,6 марта 2003,https://rusmuseum.ru/exhibitions/archive/elektrozemlya/
865,Direxions,6 февраля 2003,https://rusmuseum.ru/exhibitions/archive/direxions/
866,Выставка по случаю завершения реставрации картины Ф. Бруни «Медный Змий»,29 января 2003,https://rusmuseum.ru/exhibitions/archive/exhibition-on-the-occasion-of-the-completion-of-the-restoration-of-the-painting-of-f-a-bruni-brazen-/
867,Картина И.Е. Репина «Торжественное заседание Гос. Совета 7 мая 1901 года в день столетнего юбилея со дня его учреждения». К 200-летию со дня учреждения Государственного Совета России. 1801-2001,29 января 2003,https://rusmuseum.ru/exhibitions/archive/picture-repin-the-ceremonial-meeting-of-the-state-of-the-council-of-7-may-1901-on-the-day-of-centena/
868,Михаэль Франке.Космогония,23 января 2003,https://rusmuseum.ru/exhibitions/archive/michael-franke-cosmogony/
869,Двое,30 декабря 2002,https://rusmuseum.ru/exhibitions/archive/two/
870,Портрет жены художника,26 декабря 2002,https://rusmuseum.ru/exhibitions/archive/portrait-of-the-artist-s-wife/
871,Экран смотрит на нас,6 декабря 2002,https://rusmuseum.ru/exhibitions/archive/screen-is-watching-us/
872,Авива Баал-Тешува,28 ноября 2002,https://rusmuseum.ru/exhibitions/archive/aviva-baal-teshuva/
873,А.О. Орловский (1777-1832),14 ноября 2002,https://rusmuseum.ru/exhibitions/archive/alexander-orlovsky-1777-1832/
874,Аюнг Юн,13 ноября 2002,https://rusmuseum.ru/exhibitions/archive/aung-yun/
875,Германн Педит,31 октября 2002,https://rusmuseum.ru/exhibitions/archive/hermann-pedit/
876,Святые Шестидесятые,31 октября 2002,https://rusmuseum.ru/exhibitions/archive/the-saints-of-the-sixties/
877,Выставка цифровых технологий,28 октября 2002,https://rusmuseum.ru/exhibitions/archive/exhibition-of-digital-technologies/
878,Сад Богуслава Хорака,17 октября 2002,https://rusmuseum.ru/exhibitions/archive/the-garden-of-boguslav-horak/
879,Сергей Есаян,17 сентября 2002,https://rusmuseum.ru/exhibitions/archive/sergei-yesayan/
880,Бернард Шульце,12 сентября 2002,https://rusmuseum.ru/exhibitions/archive/bernard-schultze/
881,"Вадим Овчинников. 1951 - 1996 Живопись, mail-art",6 сентября 2002,https://rusmuseum.ru/exhibitions/archive/vadim-ovchinnikov-1951-1996-painting-mail-art/
882,Туркменские ковры,22 августа 2002,https://rusmuseum.ru/exhibitions/archive/turkmen-carpets/
883,Дионисий. К 500-летию росписи Рождественского собора Ферапонтова монастыря,22 августа 2002,https://rusmuseum.ru/exhibitions/archive/dionysius-to-the-500th-anniversary-of-the-painting-of-the-christmas-cathedral-of-the-ferapontov-conv/
884,Наталья Ситникова,5 августа 2002,https://rusmuseum.ru/exhibitions/archive/natalia-sitnikova/
885,"Выставка произведений художников группы восьми «Лестница». Живопись, графика, скульптура, керамика",25 июля 2002,https://rusmuseum.ru/exhibitions/archive/exhibition-of-works-by-artists-of-the-group-of-eight-staircase-painting-drawing-sculpture-ceramics/
886,Виталий Пушницкий. INTROSPECTION,17 июля 2002,https://rusmuseum.ru/exhibitions/archive/vitaly-pushnitsky-introspection/
887,Русская народная игрушка,27 июня 2002,https://rusmuseum.ru/exhibitions/archive/russian-folk-toy/
888,Джудит Ротшильд,13 июня 2002,https://rusmuseum.ru/exhibitions/archive/judith-rothschild/
889,Памяти Тимура Новикова,7 июня 2002,https://rusmuseum.ru/exhibitions/archive/the-memory-of-timur-novikov/
890,Филипп Старк. Vanity Case,7 июня 2002,https://rusmuseum.ru/exhibitions/archive/philip-stark-vanity-case/
891,Итальянские художники XVIII-XIX века,27 мая 2002,https://rusmuseum.ru/exhibitions/archive/italian-artists-of-the-xviii-xix-century/
892,Наташа и Валера Черкашины. Миражи империй,25 мая 2002,https://rusmuseum.ru/exhibitions/archive/natasha-and-valera-cherkashin-mirages-of-empires/
893,"Алексей Кострома. Дым, перо и бабочки",17 мая 2002,https://rusmuseum.ru/exhibitions/archive/alexei-kostroma-smoke-feather-and-butterflies/
894,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/natalia-goncharova-years-in-russia/
895,Игорь Савченко. Документы,22 апреля 2002,https://rusmuseum.ru/exhibitions/archive/igor-savchenko-documents/
896,Искуство Кубы. Собрание Людвига,15 апреля 2002,https://rusmuseum.ru/exhibitions/archive/the-art-of-cuba-collection-ludwig/
897,Геля Писарева. Скульптура. Живопись. Графика,11 апреля 2002,https://rusmuseum.ru/exhibitions/archive/gel-pisarev-sculpture-painting-graphics/
898,Владимир Баранов-Россинэ,4 апреля 2002,https://rusmuseum.ru/exhibitions/archive/vladimir-baranov-rossine/
899,Дэвид Моровиц 'Глаз диагноста',22 марта 2002,https://rusmuseum.ru/exhibitions/archive/david-morowitz-eye-diagnostician/
900,Георгий Ковенчук. Восприятие мира. Живопись. Графика. Пластика. Видео,15 марта 2002,https://rusmuseum.ru/exhibitions/archive/georgy-kovenchuk-the-perception-of-the-world-painting-graphics-plastic-video/
901,Завен Аршакуни Живопись. Графика. Прикладное искусство,6 марта 2002,https://rusmuseum.ru/exhibitions/archive/zaven-arshakuni-paintings-graphics-crafts/
902,Энтони Сво. Без стены. Страны Восточной Европы в переходный период 1989-1999 годы,8 февраля 2002,https://rusmuseum.ru/exhibitions/archive/anthony-suau-without-the-walls-the-eastern-european-countries-in-transition-1989-1999/
903,Татьяна Журкова. Объекты,17 января 2002,https://rusmuseum.ru/exhibitions/archive/tatyana-zhurkova-objects/
904,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/pavel-filonov/
905,Абстракция в России. XX век,14 декабря 2001,https://rusmuseum.ru/exhibitions/archive/abstraction-in-russia-xx-century/
906,Гриша Брускин. Всюду жизнь. Фарфоровый проект,6 декабря 2001,https://rusmuseum.ru/exhibitions/archive/grisha-bruskin-life-is-everywhere-porcelain-project/
907,Йорг Иммендорфф. Всем вещам свойственно меняться.,29 ноября 2001,https://rusmuseum.ru/exhibitions/archive/joerg-immendorff-all-things-are-set-to-change/
908,Мир глазами Стаса Намина,27 ноября 2001,https://rusmuseum.ru/exhibitions/archive/the-world-through-the-eyes-of-stas-namin/
909,Дмитрий Пригов. Малевича,12 ноября 2001,https://rusmuseum.ru/exhibitions/archive/dmitry-prigov-malevich/
910,Портрет в России. ХX век,5 ноября 2001,https://rusmuseum.ru/exhibitions/archive/the-portrait-in-russia-the-twentieth-century/
911,Михаил Шварцман. Ретроспектива,11 октября 2001,https://rusmuseum.ru/exhibitions/archive/mikhail-shvartsman-retrospective/
912,Анна Старицкая,4 октября 2001,https://rusmuseum.ru/exhibitions/archive/anna-staritskaya/
913,Павел Филонов,3 октября 2001,https://rusmuseum.ru/exhibitions/archive/pavel-filonov-2001/
914,Хайнрих Зипманн,27 сентября 2001,https://rusmuseum.ru/exhibitions/archive/heinrich-sipmann/
915,"Петербургская оптика А.Совлачков, В.Никитин, В.Загонек, Э.Кочергин.",13 сентября 2001,https://rusmuseum.ru/exhibitions/archive/st-petersburg-optics-sovlukov-a-nikitin-v-zagonek-e-kochergin/
916,Александр Агабеков,24 августа 2001,https://rusmuseum.ru/exhibitions/archive/alexander-agabekov-2001/
917,Абсолютный штиль. Фотографии Юргена Клауке,23 августа 2001,https://rusmuseum.ru/exhibitions/archive/absolute-calm-photos-of-jurgen-klauke/
918,Давид Боровский. Живопись и графика. К 75-летию со дня рождения,12 августа 2001,https://rusmuseum.ru/exhibitions/archive/david-borovsky-paintings-and-drawings-to-the-75-anniversary-since-the-birth-of/
919,Винсент Гуталь. VG 1995-2001,6 августа 2001,https://rusmuseum.ru/exhibitions/archive/vincent-gutal-vg-1995-2001/
920,Ольга Киселева. Не тот это город,2 августа 2001,https://rusmuseum.ru/exhibitions/archive/olga-kiseleva-it-s-not-the-city/
921,Дымковская мастерица Л.С.Фалалеева,6 июля 2001,https://rusmuseum.ru/exhibitions/archive/dymkovo-mistress-l-s-falaleev/
922,Русские прялки,6 июля 2001,https://rusmuseum.ru/exhibitions/archive/russian-distaffs/
923,Бумажная скульптура,5 июля 2001,https://rusmuseum.ru/exhibitions/archive/paper-sculpture-2001/
924,Инал Савченков,2 июля 2001,https://rusmuseum.ru/exhibitions/archive/inal-savchenkov/
925,Олег Котельников. Живопись 1980-х годов,2 июля 2001,https://rusmuseum.ru/exhibitions/archive/oleg-kotelnikov-painting-1980-ies/
926,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/boris-koshelokhov-reflections-painting-pastel-sculpture/
927,Ю.И.Петлина. Современная майолика Гжели.,28 июня 2001,https://rusmuseum.ru/exhibitions/archive/y-i-petlina-modern-gzhel-majolica/
928,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/mediahello/
929,Русская скульптура в дереве. XX век,7 июня 2001,https://rusmuseum.ru/exhibitions/archive/russian-sculpture-in-the-tree-the-twentieth-century/
930,Греческий мир в русском искусстве,19 мая 2001,https://rusmuseum.ru/exhibitions/archive/the-greek-world-in-russian-art/
931,Роберт Хойссер. Фотографии 1940-2000,18 мая 2001,https://rusmuseum.ru/exhibitions/archive/robert-heusser-photos-1940-2000/
932,Борис Власов. К 65-летию со дня рождения,17 мая 2001,https://rusmuseum.ru/exhibitions/archive/boris-vlasov-to-the-65-anniversary-since-the-birth-of/
933,"Выставка-акция Хачатура Белого «Песок остывает согретый...». Посвящается армянскому народу, погибшим и живым",24 апреля 2001,https://rusmuseum.ru/exhibitions/archive/exhibition-action-of-khachatur-white-the-warmed-sand-cools-down-dedicated-to-the-armenian-people-dea/
934,"Алексей Талащук, Олег Кузнецов, Светлана Пономаренко, Леонид Колибаба (живопись, графика, эмаль, скульптура)",20 апреля 2001,https://rusmuseum.ru/exhibitions/archive/alexei-talaschuk-oleg-kuznetsov-svetlana-ponomarenko-and-leonid-kolibaba-painting-drawing-enamel-scu/
935,Копилка,19 апреля 2001,https://rusmuseum.ru/exhibitions/archive/piggy-bank/
936,Николай Акимов. К 100-летию со дня рождения,13 апреля 2001,https://rusmuseum.ru/exhibitions/archive/nikolay-akimov-to-the-100-anniversary-since-the-birth-of/
937,Русская народная икона и лубок,30 марта 2001,https://rusmuseum.ru/exhibitions/archive/russian-folk-icon-and-lubok/
938,Цареубийство 11 марта 1801 года. К 200-летию со дня гибели императора Павла I в Михайловском замке,23 марта 2001,https://rusmuseum.ru/exhibitions/archive/regicide-of-11-march-1801-to-the-200th-anniversary-since-the-death-of-emperor-paul-i-in-the-mikhailo/
939,Сказка в России,22 марта 2001,https://rusmuseum.ru/exhibitions/archive/fairytales-in-russia/
940,Аркадий Шайхет. Фотографии. 1924-1951,20 марта 2001,https://rusmuseum.ru/exhibitions/archive/arkady-shaikhet-photos-1924-1951/
941,Александр Кожин. Цифры. Живопись. Графика. Объект.,16 марта 2001,https://rusmuseum.ru/exhibitions/archive/alexander-kozhin-figures-painting-graphics-object/
942,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/mikhail-pikalov-my-st-petersburg-photography/
943,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/iya-kirillova-painting-graphics-objects/
944,Проект «Новоновосибирск»,23 февраля 2001,https://rusmuseum.ru/exhibitions/archive/the-project-novonovosibirsk/
945,"""Щелкунчик"" Михаила Шемякина",15 февраля 2001,https://rusmuseum.ru/exhibitions/archive/the-nutcracker-by-mihail-chemiakin/
946,Произведения А.Боголюбова и В.Верещагина,22 декабря 2000,https://rusmuseum.ru/exhibitions/archive/works-by-a-bogolyubov-and-v-vereshchagin/
947,Иисус Христос в христианском искусстве и культуре XIV-XX веков,14 декабря 2000,https://rusmuseum.ru/exhibitions/archive/jesus-christ-in-christian-art-and-culture-of-the-xiv-xx-century/
948,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/the-marat-gelman-gallery/
949,В круге Mалевича. Соратники. Ученики. Последователи в России 1920-1950-х,30 ноября 2000,https://rusmuseum.ru/exhibitions/archive/in-the-circle-of-malevich-associates-students-followers-in-russia-1920-1950/
950,Казимир Малевич в Русском Музее,30 ноября 2000,https://rusmuseum.ru/exhibitions/archive/kazimir-malevich-in-the-russian-museum/
951,Василий Семенович Садовников (1800 - 1879). К 200-летию художника,29 ноября 2000,https://rusmuseum.ru/exhibitions/archive/vasily-semenovich-sadovnikov-1800-1879-on-the-200th-anniversary-of-the-artist/
952,Галерея Марата Гельмана,19 октября 2000,https://rusmuseum.ru/exhibitions/archive/the-marat-gelman-gallery2/
953,"Маргерита Аньелли-Пален. Миф, легенда, сказка.",18 октября 2000,https://rusmuseum.ru/exhibitions/archive/margherita-agnelli-palen-myth-legend-fairy-tale/
954,Антонио Менегетти. ОнтоАрте: во имя возрождения в искусстве,2 октября 2000,https://rusmuseum.ru/exhibitions/archive/antonio-meneghetti-ontoarte-in-the-name-of-the-renaissance-in-art/
955,Игорь Иванов. Куклы,29 сентября 2000,https://rusmuseum.ru/exhibitions/archive/igor-ivanov-dolls/
956,Пропаганда и мечты. Фотография 1930-х годов в СССР и США,21 сентября 2000,https://rusmuseum.ru/exhibitions/archive/propaganda-and-dreams-a-photo-1930-h-years-in-the-ussr-and-the-usa/
957,Ксения Хаузнер. Зона борьбы,14 сентября 2000,https://rusmuseum.ru/exhibitions/archive/xenia-hausner-the-area-of-the-fight/
958,Иван Константинович Айвазовский (1817 - 1900),14 сентября 2000,https://rusmuseum.ru/exhibitions/archive/ivan-konstantinovich-aivazovsky-1817-1900/
959,Георгий Острецов. Посетитель,11 сентября 2000,https://rusmuseum.ru/exhibitions/archive/georgy-ostretsov-the-visitor/
960,Джин Дэвидсон. Живопись,1 августа 2000,https://rusmuseum.ru/exhibitions/archive/jean-davidson-painting/
961,Импрессионизм в России,20 июля 2000,https://rusmuseum.ru/exhibitions/archive/impressionism-in-russia/
962,Гравированные виды окрестностей Петербурга (К 200-летию создания серии по оригиналам С.П.Щедрина),13 июля 2000,https://rusmuseum.ru/exhibitions/archive/engraved-views-of-the-environs-of-st-petersburg-to-the-200th-anniversary-of-the-creation-series-on-t/
963,Алексей Явленский,21 июня 2000,https://rusmuseum.ru/exhibitions/archive/alexei-jawlensky/
964,Русский футуризм и Давид Бурлюк - отец русского футуризма,21 июня 2000,https://rusmuseum.ru/exhibitions/archive/russian-futurism-and-david-burliuk-father-of-russian-futurism/
965,Аттерзее,8 июня 2000,https://rusmuseum.ru/exhibitions/archive/attersee/
966,Возвращенное имя. Павел Голубятников,25 мая 2000,https://rusmuseum.ru/exhibitions/archive/the-name-returned-pavel-golubyatnikov/
967,Александр Арнштам,16 мая 2000,https://rusmuseum.ru/exhibitions/archive/alexander-arnshtam/
968,Адам Лоу. Фактурные эффекты в фотографии,5 мая 2000,https://rusmuseum.ru/exhibitions/archive/adam-lowe-textural-effects-in-photography/
969,Россия глазами иностранных граверов XVII - первой половины XVIII века,27 апреля 2000,https://rusmuseum.ru/exhibitions/archive/russia-through-the-eyes-of-foreign-engravers-of-the-xvii-first-half-xviii-century/
